============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
        MUL                                       multiplier_raw_328                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_328                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[29].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_317                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_317                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[28].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_316                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_316                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[26].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_314                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_314                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[23].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_311                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_311                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[2].Ma[22].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_214                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_214                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[2].Ma[23].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_215                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_215                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_434                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_434                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[42].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_426                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_426                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[41].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_425                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_425                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[40].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_424                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_424                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[39].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
